Feature,Compartment,Feature Group,Function,Channel,Function_Comment#1,Function_Comment#2,TP,FP,TN,FN,PPV,BA,AUC_ROC,AUC_PR,F1_Score,MCC,Sensitivity,Specificity
Nuclei_Correlation_Costes_RNA_Mito,Nuclei,Correlation,Costes,RNA,Mito,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Nuclei_Correlation_K_RNA_AGP,Nuclei,Correlation,K,RNA,AGP,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Correlation_K_RNA_DNA,Nuclei,Correlation,K,RNA,DNA,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Nuclei_Correlation_K_RNA_ER,Nuclei,Correlation,K,RNA,ER,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Nuclei_Correlation_K_RNA_Mito,Nuclei,Correlation,K,RNA,Mito,,6,4,397,79,0.6,0.53,0.53,0.2,0.13,0.162197887,0.07,0.99
Nuclei_Correlation_Overlap_RNA_AGP,Nuclei,Correlation,Overlap,RNA,AGP,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Granularity_1_RNA,Nuclei,Granularity,1,RNA,,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Nuclei_Granularity_10_RNA,Nuclei,Granularity,10,RNA,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Nuclei_Granularity_11_RNA,Nuclei,Granularity,11,RNA,,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Granularity_12_RNA,Nuclei,Granularity,12,RNA,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Granularity_13_RNA,Nuclei,Granularity,13,RNA,,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Nuclei_Granularity_2_RNA,Nuclei,Granularity,2,RNA,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Nuclei_Granularity_3_RNA,Nuclei,Granularity,3,RNA,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_Granularity_4_RNA,Nuclei,Granularity,4,RNA,,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Granularity_5_RNA,Nuclei,Granularity,5,RNA,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_Granularity_6_RNA,Nuclei,Granularity,6,RNA,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Nuclei_Granularity_7_RNA,Nuclei,Granularity,7,RNA,,,0,0,401,85,0,0.5,0.62,0.23,0,0,0,1
Nuclei_Granularity_8_RNA,Nuclei,Granularity,8,RNA,,,0,0,401,85,0,0.5,0.63,0.23,0,0,0,1
Nuclei_Granularity_9_RNA,Nuclei,Granularity,9,RNA,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Intensity_IntegratedIntensity_RNA,Nuclei,Intensity,IntegratedIntensity,RNA,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Intensity_IntegratedIntensityEdge_RNA,Nuclei,Intensity,IntegratedIntensityEdge,RNA,,,5,4,397,80,0.56,0.52,0.52,0.2,0.11,0.137642371,0.06,0.99
Nuclei_Intensity_LowerQuartileIntensity_RNA,Nuclei,Intensity,LowerQuartileIntensity,RNA,,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Nuclei_Intensity_MADIntensity_RNA,Nuclei,Intensity,MADIntensity,RNA,,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Intensity_MassDisplacement_RNA,Nuclei,Intensity,MassDisplacement,RNA,,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_Intensity_MaxIntensity_RNA,Nuclei,Intensity,MaxIntensity,RNA,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Intensity_MaxIntensityEdge_RNA,Nuclei,Intensity,MaxIntensityEdge,RNA,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Intensity_MeanIntensity_RNA,Nuclei,Intensity,MeanIntensity,RNA,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Nuclei_Intensity_MeanIntensityEdge_RNA,Nuclei,Intensity,MeanIntensityEdge,RNA,,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Intensity_MedianIntensity_RNA,Nuclei,Intensity,MedianIntensity,RNA,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Intensity_MinIntensity_RNA,Nuclei,Intensity,MinIntensity,RNA,,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_Intensity_MinIntensityEdge_RNA,Nuclei,Intensity,MinIntensityEdge,RNA,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Nuclei_Intensity_StdIntensity_RNA,Nuclei,Intensity,StdIntensity,RNA,,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Intensity_StdIntensityEdge_RNA,Nuclei,Intensity,StdIntensityEdge,RNA,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Intensity_UpperQuartileIntensity_RNA,Nuclei,Intensity,UpperQuartileIntensity,RNA,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Location_CenterMassIntensity_X_RNA,Nuclei,Location,CenterMassIntensity,RNA,X,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Location_CenterMassIntensity_Y_RNA,Nuclei,Location,CenterMassIntensity,RNA,Y,,6,2,399,79,0.75,0.53,0.53,0.22,0.13,0.195853442,0.07,1
Nuclei_Location_MaxIntensity_X_RNA,Nuclei,Location,MaxIntensity,RNA,X,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Location_MaxIntensity_Y_RNA,Nuclei,Location,MaxIntensity,RNA,Y,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Nuclei_RadialDistribution_FracAtD_RNA_1of4,Nuclei,RadialDistribution,FracAtD,RNA,1of4,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Nuclei_RadialDistribution_FracAtD_RNA_2of4,Nuclei,RadialDistribution,FracAtD,RNA,2of4,,9,2,399,76,0.82,0.55,0.55,0.24,0.19,0.257695823,0.11,1
Nuclei_RadialDistribution_FracAtD_RNA_3of4,Nuclei,RadialDistribution,FracAtD,RNA,3of4,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Nuclei_RadialDistribution_FracAtD_RNA_4of4,Nuclei,RadialDistribution,FracAtD,RNA,4of4,,7,5,396,78,0.58,0.53,0.53,0.21,0.14,0.171072544,0.08,0.99
Nuclei_RadialDistribution_MeanFrac_RNA_1of4,Nuclei,RadialDistribution,MeanFrac,RNA,1of4,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_RNA_2of4,Nuclei,RadialDistribution,MeanFrac,RNA,2of4,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_RNA_3of4,Nuclei,RadialDistribution,MeanFrac,RNA,3of4,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_RNA_4of4,Nuclei,RadialDistribution,MeanFrac,RNA,4of4,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_RadialDistribution_RadialCV_RNA_1of4,Nuclei,RadialDistribution,RadialCV,RNA,1of4,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_RadialDistribution_RadialCV_RNA_2of4,Nuclei,RadialDistribution,RadialCV,RNA,2of4,,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Nuclei_RadialDistribution_RadialCV_RNA_3of4,Nuclei,RadialDistribution,RadialCV,RNA,3of4,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_RadialDistribution_RadialCV_RNA_4of4,Nuclei,RadialDistribution,RadialCV,RNA,4of4,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Texture_AngularSecondMoment_RNA_10_0,Nuclei,Texture,AngularSecondMoment,RNA,10,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Texture_AngularSecondMoment_RNA_3_0,Nuclei,Texture,AngularSecondMoment,RNA,3,0,5,4,397,80,0.56,0.52,0.52,0.2,0.11,0.137642371,0.06,0.99
Nuclei_Texture_AngularSecondMoment_RNA_5_0,Nuclei,Texture,AngularSecondMoment,RNA,5,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Texture_Contrast_RNA_10_0,Nuclei,Texture,Contrast,RNA,10,0,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Nuclei_Texture_Contrast_RNA_3_0,Nuclei,Texture,Contrast,RNA,3,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Texture_Contrast_RNA_5_0,Nuclei,Texture,Contrast,RNA,5,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_Correlation_RNA_10_0,Nuclei,Texture,Correlation,RNA,10,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Nuclei_Texture_Correlation_RNA_3_0,Nuclei,Texture,Correlation,RNA,3,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Texture_Correlation_RNA_5_0,Nuclei,Texture,Correlation,RNA,5,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Texture_DifferenceEntropy_RNA_10_0,Nuclei,Texture,DifferenceEntropy,RNA,10,0,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Nuclei_Texture_DifferenceEntropy_RNA_3_0,Nuclei,Texture,DifferenceEntropy,RNA,3,0,0,0,401,85,0,0.5,0.56,0.19,0,0,0,1
Nuclei_Texture_DifferenceEntropy_RNA_5_0,Nuclei,Texture,DifferenceEntropy,RNA,5,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Texture_DifferenceVariance_RNA_10_0,Nuclei,Texture,DifferenceVariance,RNA,10,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Texture_DifferenceVariance_RNA_3_0,Nuclei,Texture,DifferenceVariance,RNA,3,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Texture_DifferenceVariance_RNA_5_0,Nuclei,Texture,DifferenceVariance,RNA,5,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_Entropy_RNA_10_0,Nuclei,Texture,Entropy,RNA,10,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_Entropy_RNA_3_0,Nuclei,Texture,Entropy,RNA,3,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_Entropy_RNA_5_0,Nuclei,Texture,Entropy,RNA,5,0,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Nuclei_Texture_Gabor_RNA_10,Nuclei,Texture,Gabor,RNA,10,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Nuclei_Texture_Gabor_RNA_3,Nuclei,Texture,Gabor,RNA,3,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_Gabor_RNA_5,Nuclei,Texture,Gabor,RNA,5,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_InfoMeas1_RNA_10_0,Nuclei,Texture,InfoMeas1,RNA,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_InfoMeas1_RNA_3_0,Nuclei,Texture,InfoMeas1,RNA,3,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Texture_InfoMeas1_RNA_5_0,Nuclei,Texture,InfoMeas1,RNA,5,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_InfoMeas2_RNA_10_0,Nuclei,Texture,InfoMeas2,RNA,10,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Texture_InfoMeas2_RNA_3_0,Nuclei,Texture,InfoMeas2,RNA,3,0,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_Texture_InfoMeas2_RNA_5_0,Nuclei,Texture,InfoMeas2,RNA,5,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_InverseDifferenceMoment_RNA_10_0,Nuclei,Texture,InverseDifferenceMoment,RNA,10,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Texture_InverseDifferenceMoment_RNA_3_0,Nuclei,Texture,InverseDifferenceMoment,RNA,3,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Nuclei_Texture_InverseDifferenceMoment_RNA_5_0,Nuclei,Texture,InverseDifferenceMoment,RNA,5,0,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_Texture_SumAverage_RNA_10_0,Nuclei,Texture,SumAverage,RNA,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_SumAverage_RNA_3_0,Nuclei,Texture,SumAverage,RNA,3,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_SumAverage_RNA_5_0,Nuclei,Texture,SumAverage,RNA,5,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_SumEntropy_RNA_10_0,Nuclei,Texture,SumEntropy,RNA,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_SumEntropy_RNA_3_0,Nuclei,Texture,SumEntropy,RNA,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Texture_SumEntropy_RNA_5_0,Nuclei,Texture,SumEntropy,RNA,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Nuclei_Texture_SumVariance_RNA_10_0,Nuclei,Texture,SumVariance,RNA,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_SumVariance_RNA_3_0,Nuclei,Texture,SumVariance,RNA,3,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Nuclei_Texture_SumVariance_RNA_5_0,Nuclei,Texture,SumVariance,RNA,5,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Texture_Variance_RNA_10_0,Nuclei,Texture,Variance,RNA,10,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_Variance_RNA_3_0,Nuclei,Texture,Variance,RNA,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Texture_Variance_RNA_5_0,Nuclei,Texture,Variance,RNA,5,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_AreaShape_Area,Cells,AreaShape,Area,,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_AreaShape_Center_X,Cells,AreaShape,Center,,X,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_AreaShape_Center_Y,Cells,AreaShape,Center,,Y,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_AreaShape_Compactness,Cells,AreaShape,Compactness,,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cells_AreaShape_Eccentricity,Cells,AreaShape,Eccentricity,,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_AreaShape_EulerNumber,Cells,AreaShape,EulerNumber,,,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_AreaShape_Extent,Cells,AreaShape,Extent,,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_AreaShape_FormFactor,Cells,AreaShape,FormFactor,,,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cells_AreaShape_MajorAxisLength,Cells,AreaShape,MajorAxisLength,,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_AreaShape_MaxFeretDiameter,Cells,AreaShape,MaxFeretDiameter,,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_AreaShape_MaximumRadius,Cells,AreaShape,MaximumRadius,,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_AreaShape_MeanRadius,Cells,AreaShape,MeanRadius,,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_AreaShape_MedianRadius,Cells,AreaShape,MedianRadius,,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_AreaShape_MinFeretDiameter,Cells,AreaShape,MinFeretDiameter,,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_AreaShape_MinorAxisLength,Cells,AreaShape,MinorAxisLength,,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_AreaShape_Orientation,Cells,AreaShape,Orientation,,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_AreaShape_Perimeter,Cells,AreaShape,Perimeter,,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_AreaShape_Solidity,Cells,AreaShape,Solidity,,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_AreaShape_Zernike_0_0,Cells,AreaShape,Zernike,,0,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_AreaShape_Zernike_1_1,Cells,AreaShape,Zernike,,1,1,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_AreaShape_Zernike_2_0,Cells,AreaShape,Zernike,,2,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_AreaShape_Zernike_2_2,Cells,AreaShape,Zernike,,2,2,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_AreaShape_Zernike_3_1,Cells,AreaShape,Zernike,,3,1,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_AreaShape_Zernike_3_3,Cells,AreaShape,Zernike,,3,3,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_AreaShape_Zernike_4_0,Cells,AreaShape,Zernike,,4,0,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cells_AreaShape_Zernike_4_2,Cells,AreaShape,Zernike,,4,2,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_AreaShape_Zernike_4_4,Cells,AreaShape,Zernike,,4,4,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_AreaShape_Zernike_5_1,Cells,AreaShape,Zernike,,5,1,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_AreaShape_Zernike_5_3,Cells,AreaShape,Zernike,,5,3,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_AreaShape_Zernike_5_5,Cells,AreaShape,Zernike,,5,5,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_AreaShape_Zernike_6_0,Cells,AreaShape,Zernike,,6,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_AreaShape_Zernike_6_2,Cells,AreaShape,Zernike,,6,2,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_AreaShape_Zernike_6_4,Cells,AreaShape,Zernike,,6,4,5,1,400,80,0.83,0.53,0.53,0.21,0.11,0.193786418,0.06,1
Cells_AreaShape_Zernike_6_6,Cells,AreaShape,Zernike,,6,6,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cells_AreaShape_Zernike_7_1,Cells,AreaShape,Zernike,,7,1,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_AreaShape_Zernike_7_3,Cells,AreaShape,Zernike,,7,3,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_AreaShape_Zernike_7_5,Cells,AreaShape,Zernike,,7,5,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cells_AreaShape_Zernike_7_7,Cells,AreaShape,Zernike,,7,7,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cells_AreaShape_Zernike_8_0,Cells,AreaShape,Zernike,,8,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_AreaShape_Zernike_8_2,Cells,AreaShape,Zernike,,8,2,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_AreaShape_Zernike_8_4,Cells,AreaShape,Zernike,,8,4,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_AreaShape_Zernike_8_6,Cells,AreaShape,Zernike,,8,6,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cells_AreaShape_Zernike_8_8,Cells,AreaShape,Zernike,,8,8,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_AreaShape_Zernike_9_1,Cells,AreaShape,Zernike,,9,1,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_AreaShape_Zernike_9_3,Cells,AreaShape,Zernike,,9,3,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_AreaShape_Zernike_9_5,Cells,AreaShape,Zernike,,9,5,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_AreaShape_Zernike_9_7,Cells,AreaShape,Zernike,,9,7,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_AreaShape_Zernike_9_9,Cells,AreaShape,Zernike,,9,9,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Children_Cytoplasm_Count,Cells,Children,Cytoplasm,,Count,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Location_Center_X,Cells,Location,Center,,X,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_Location_Center_Y,Cells,Location,Center,,Y,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Neighbors_AngleBetweenNeighbors_5,Cells,Neighbors,AngleBetweenNeighbors,,5,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Neighbors_AngleBetweenNeighbors_Adjacent,Cells,Neighbors,AngleBetweenNeighbors,,Adjacent,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Neighbors_FirstClosestDistance_5,Cells,Neighbors,FirstClosestDistance,,5,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Neighbors_FirstClosestDistance_Adjacent,Cells,Neighbors,FirstClosestDistance,,Adjacent,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Neighbors_FirstClosestObjectNumber_5,Cells,Neighbors,FirstClosestObjectNumber,,5,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cells_Neighbors_FirstClosestObjectNumber_Adjacent,Cells,Neighbors,FirstClosestObjectNumber,,Adjacent,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cells_Neighbors_NumberOfNeighbors_5,Cells,Neighbors,NumberOfNeighbors,,5,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_Neighbors_NumberOfNeighbors_Adjacent,Cells,Neighbors,NumberOfNeighbors,,Adjacent,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Neighbors_PercentTouching_5,Cells,Neighbors,PercentTouching,,5,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Neighbors_PercentTouching_Adjacent,Cells,Neighbors,PercentTouching,,Adjacent,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Neighbors_SecondClosestDistance_5,Cells,Neighbors,SecondClosestDistance,,5,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Cells_Neighbors_SecondClosestDistance_Adjacent,Cells,Neighbors,SecondClosestDistance,,Adjacent,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Cells_Neighbors_SecondClosestObjectNumber_5,Cells,Neighbors,SecondClosestObjectNumber,,5,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_Neighbors_SecondClosestObjectNumber_Adjacent,Cells,Neighbors,SecondClosestObjectNumber,,Adjacent,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_Number_Object_Number,Cells,Number,Object,,Number,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cells_Parent_Nuclei,Cells,Parent,Nuclei,,,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_AreaShape_Area,Cytoplasm,AreaShape,Area,,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_AreaShape_Center_X,Cytoplasm,AreaShape,Center,,X,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cytoplasm_AreaShape_Center_Y,Cytoplasm,AreaShape,Center,,Y,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_AreaShape_Compactness,Cytoplasm,AreaShape,Compactness,,,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_AreaShape_Eccentricity,Cytoplasm,AreaShape,Eccentricity,,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_AreaShape_EulerNumber,Cytoplasm,AreaShape,EulerNumber,,,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_AreaShape_Extent,Cytoplasm,AreaShape,Extent,,,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cytoplasm_AreaShape_FormFactor,Cytoplasm,AreaShape,FormFactor,,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_AreaShape_MajorAxisLength,Cytoplasm,AreaShape,MajorAxisLength,,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_AreaShape_MaxFeretDiameter,Cytoplasm,AreaShape,MaxFeretDiameter,,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_AreaShape_MaximumRadius,Cytoplasm,AreaShape,MaximumRadius,,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_AreaShape_MeanRadius,Cytoplasm,AreaShape,MeanRadius,,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_AreaShape_MedianRadius,Cytoplasm,AreaShape,MedianRadius,,,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cytoplasm_AreaShape_MinFeretDiameter,Cytoplasm,AreaShape,MinFeretDiameter,,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_AreaShape_MinorAxisLength,Cytoplasm,AreaShape,MinorAxisLength,,,,5,4,397,80,0.56,0.52,0.52,0.2,0.11,0.137642371,0.06,0.99
Cytoplasm_AreaShape_Orientation,Cytoplasm,AreaShape,Orientation,,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_AreaShape_Perimeter,Cytoplasm,AreaShape,Perimeter,,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_AreaShape_Solidity,Cytoplasm,AreaShape,Solidity,,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_AreaShape_Zernike_0_0,Cytoplasm,AreaShape,Zernike,,0,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_AreaShape_Zernike_1_1,Cytoplasm,AreaShape,Zernike,,1,1,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cytoplasm_AreaShape_Zernike_2_0,Cytoplasm,AreaShape,Zernike,,2,0,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_AreaShape_Zernike_2_2,Cytoplasm,AreaShape,Zernike,,2,2,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
